2019-10-04 22:01:56,049 - root - INFO - epoch
2019-10-04 22:01:56,049 - root - INFO - 15
2019-10-04 22:01:56,049 - root - INFO - schedule_step
2019-10-04 22:01:56,049 - root - INFO - 4
2019-10-04 22:01:56,049 - root - INFO - batch_size
2019-10-04 22:01:56,049 - root - INFO - 64
2019-10-04 22:01:56,049 - root - INFO - test_batch_size
2019-10-04 22:01:56,049 - root - INFO - 128
2019-10-04 22:01:56,049 - root - INFO - num_workers
2019-10-04 22:01:56,049 - root - INFO - 16
2019-10-04 22:01:56,049 - root - INFO - eval_fre
2019-10-04 22:01:56,049 - root - INFO - 1
2019-10-04 22:01:56,049 - root - INFO - msg_fre
2019-10-04 22:01:56,049 - root - INFO - 10
2019-10-04 22:01:56,049 - root - INFO - save_fre
2019-10-04 22:01:56,049 - root - INFO - 1
2019-10-04 22:01:56,049 - root - INFO - name
2019-10-04 22:01:56,049 - root - INFO - temp
2019-10-04 22:01:56,049 - root - INFO - data_dir
2019-10-04 22:01:56,050 - root - INFO - /media/tiger/zzr/rsna
2019-10-04 22:01:56,050 - root - INFO - log_dir
2019-10-04 22:01:56,050 - root - INFO - ./logs
2019-10-04 22:01:56,050 - root - INFO - tensorboard_dir
2019-10-04 22:01:56,050 - root - INFO - ./tensorboard
2019-10-04 22:01:56,050 - root - INFO - model_out_dir
2019-10-04 22:01:56,050 - root - INFO - ./model_out
2019-10-04 22:01:56,050 - root - INFO - model_out_name
2019-10-04 22:01:56,050 - root - INFO - final_model.pth
2019-10-04 22:01:56,050 - root - INFO - seed
2019-10-04 22:01:56,050 - root - INFO - 5
2019-10-04 22:01:56,050 - root - INFO - predefinedModel
2019-10-04 22:01:56,050 - root - INFO - /media/tiger/zzr/rsna_script/model_out/191004-003700_temp/out_1.pth
2019-10-04 22:01:56,050 - root - INFO - unique_name
2019-10-04 22:01:56,050 - root - INFO - 191004-220156_temp
2019-10-04 22:01:56,050 - root - INFO - sub_tensorboard_dir
2019-10-04 22:01:56,050 - root - INFO - ./tensorboard/191004-220156_temp
2019-10-04 22:01:56,050 - root - INFO - sub_model_out_dir
2019-10-04 22:01:56,050 - root - INFO - ./model_out/191004-220156_temp
2019-10-04 22:02:30,952 - root - INFO - epoch:0. iter/total_iter:10/158025. lr:0.00100. loss:0.6938. spend/global_spend:18.9490/0:00:18. eta:3 days, 11:10:23
2019-10-04 22:02:41,562 - root - INFO - epoch:0. iter/total_iter:20/158025. lr:0.00100. loss:0.2876. spend/global_spend:10.6101/0:00:29. eta:2 days, 16:52:04
2019-10-04 22:02:46,634 - root - INFO - epoch:0. iter/total_iter:30/158025. lr:0.00100. loss:0.2106. spend/global_spend:5.0731/0:00:34. eta:2 days, 2:39:50
2019-10-04 22:02:59,197 - root - INFO - epoch:0. iter/total_iter:40/158025. lr:0.00100. loss:0.1987. spend/global_spend:12.5625/0:00:47. eta:2 days, 3:46:41
2019-10-04 22:03:03,746 - root - INFO - epoch:0. iter/total_iter:50/158025. lr:0.00100. loss:0.2063. spend/global_spend:4.5488/0:00:51. eta:1 day, 21:24:43
2019-10-04 22:03:16,206 - root - INFO - epoch:0. iter/total_iter:60/158025. lr:0.00100. loss:0.1786. spend/global_spend:12.4596/0:01:04. eta:1 day, 22:57:10
2019-10-04 22:03:27,299 - root - INFO - epoch:0. iter/total_iter:70/158025. lr:0.00100. loss:0.2058. spend/global_spend:11.0931/0:01:15. eta:1 day, 23:11:45
2019-10-04 22:03:31,897 - root - INFO - epoch:0. iter/total_iter:80/158025. lr:0.00100. loss:0.2196. spend/global_spend:4.5980/0:01:19. eta:1 day, 19:48:56
2019-10-04 22:03:43,074 - root - INFO - epoch:0. iter/total_iter:90/158025. lr:0.00100. loss:0.2071. spend/global_spend:11.1768/0:01:31. eta:1 day, 20:23:34
2019-10-04 22:03:52,547 - root - INFO - epoch:0. iter/total_iter:100/158025. lr:0.00100. loss:0.1982. spend/global_spend:9.4737/0:01:40. eta:1 day, 20:06:25
2019-10-04 22:03:57,122 - root - INFO - epoch:0. iter/total_iter:110/158025. lr:0.00100. loss:0.1935. spend/global_spend:4.5748/0:01:45. eta:1 day, 17:55:08
2019-10-04 22:04:07,229 - root - INFO - epoch:0. iter/total_iter:120/158025. lr:0.00100. loss:0.1969. spend/global_spend:10.1068/0:01:55. eta:1 day, 18:07:03
2019-10-04 22:04:12,039 - root - INFO - epoch:0. iter/total_iter:130/158025. lr:0.00100. loss:0.2025. spend/global_spend:4.8107/0:02:00. eta:1 day, 16:29:54
2019-10-04 22:04:25,040 - root - INFO - epoch:0. iter/total_iter:140/158025. lr:0.00100. loss:0.1885. spend/global_spend:13.0009/0:02:13. eta:1 day, 17:40:33
2019-10-04 22:04:35,069 - root - INFO - epoch:0. iter/total_iter:150/158025. lr:0.00100. loss:0.2184. spend/global_spend:10.0283/0:02:23. eta:1 day, 17:49:37
2019-10-04 22:04:39,679 - root - INFO - epoch:0. iter/total_iter:160/158025. lr:0.00100. loss:0.2037. spend/global_spend:4.6101/0:02:27. eta:1 day, 16:28:25
2019-10-04 22:04:48,940 - root - INFO - epoch:0. iter/total_iter:170/158025. lr:0.00100. loss:0.1991. spend/global_spend:9.2606/0:02:36. eta:1 day, 16:28:45
2019-10-04 22:04:56,943 - root - INFO - epoch:0. iter/total_iter:180/158025. lr:0.00100. loss:0.1927. spend/global_spend:8.0038/0:02:44. eta:1 day, 16:10:39
2019-10-04 22:05:03,105 - root - INFO - epoch:0. iter/total_iter:190/158025. lr:0.00100. loss:0.2071. spend/global_spend:6.1619/0:02:51. eta:1 day, 15:28:56
2019-10-04 22:05:13,014 - root - INFO - epoch:0. iter/total_iter:200/158025. lr:0.00100. loss:0.1589. spend/global_spend:9.9092/0:03:01. eta:1 day, 15:40:40
2019-10-04 22:05:17,704 - root - INFO - epoch:0. iter/total_iter:210/158025. lr:0.00100. loss:0.1769. spend/global_spend:4.6895/0:03:05. eta:1 day, 14:45:54
2019-10-04 22:05:30,724 - root - INFO - epoch:0. iter/total_iter:220/158025. lr:0.00100. loss:0.1530. spend/global_spend:13.0201/0:03:18. eta:1 day, 15:35:41
2019-10-04 22:05:42,435 - root - INFO - epoch:0. iter/total_iter:230/158025. lr:0.00100. loss:0.1708. spend/global_spend:11.7105/0:03:30. eta:1 day, 16:06:09
2019-10-04 22:05:47,118 - root - INFO - epoch:0. iter/total_iter:240/158025. lr:0.00100. loss:0.1939. spend/global_spend:4.6813/0:03:35. eta:1 day, 15:17:03
2019-10-04 22:05:57,102 - root - INFO - epoch:0. iter/total_iter:250/158025. lr:0.00100. loss:0.1836. spend/global_spend:9.9865/0:03:45. eta:1 day, 15:27:40
2019-10-04 22:06:03,694 - root - INFO - epoch:0. iter/total_iter:260/158025. lr:0.00100. loss:0.1919. spend/global_spend:6.5919/0:03:51. eta:1 day, 15:03:07
2019-10-04 22:06:13,672 - root - INFO - epoch:0. iter/total_iter:270/158025. lr:0.00100. loss:0.1821. spend/global_spend:9.9778/0:04:01. eta:1 day, 15:13:22
2019-10-04 22:06:21,280 - root - INFO - epoch:0. iter/total_iter:280/158025. lr:0.00100. loss:0.1823. spend/global_spend:7.6083/0:04:09. eta:1 day, 15:00:36
2019-10-04 22:06:26,003 - root - INFO - epoch:0. iter/total_iter:290/158025. lr:0.00100. loss:0.1782. spend/global_spend:4.7230/0:04:14. eta:1 day, 14:22:34
2019-10-04 22:06:37,594 - root - INFO - epoch:0. iter/total_iter:300/158025. lr:0.00100. loss:0.1760. spend/global_spend:11.5911/0:04:25. eta:1 day, 14:47:14
2019-10-04 22:06:49,175 - root - INFO - epoch:0. iter/total_iter:310/158025. lr:0.00100. loss:0.1647. spend/global_spend:11.5804/0:04:37. eta:1 day, 15:10:13
